Dystans (m),Wysokosc (m),Wezel
0,20.8544,1
16.4691,3.05562e+11,0
32.9382,4.46076e+11,0
49.4073,4.57631e+11,0
65.8764,3.70747e+11,0
82.3455,2.11072e+11,0
98.8146,5.28863,1
115.284,-2.44769e+11,0
131.753,-5.08739e+11,0
148.222,-7.80181e+11,0
164.691,-1.04974e+12,0
181.16,-1.31011e+12,0
197.629,-1.55569e+12,0
214.098,-1.78238e+12,0
230.568,-1.98727e+12,0
247.037,-2.16852e+12,0
263.506,-2.3251e+12,0
279.975,-2.45671e+12,0
296.444,-2.56358e+12,0
312.913,-2.6464e+12,0
329.382,-2.7062e+12,0
345.851,-2.74427e+12,0
362.32,-2.76208e+12,0
378.789,-2.76124e+12,0
395.259,-2.74342e+12,0
411.728,-2.71034e+12,0
428.197,-2.66371e+12,0
444.666,-2.60521e+12,0
461.135,-2.53647e+12,0
477.604,-2.45904e+12,0
494.073,-2.37442e+12,0
510.542,-2.284e+12,0
527.011,-2.18905e+12,0
543.481,-2.09078e+12,0
559.95,-1.99027e+12,0
576.419,-1.88852e+12,0
592.888,-1.7864e+12,0
609.357,-1.6847e+12,0
625.826,-1.58411e+12,0
642.295,-1.48525e+12,0
658.764,-1.38862e+12,0
675.233,-1.29467e+12,0
691.703,-1.20376e+12,0
708.172,-1.11619e+12,0
724.641,-1.03219e+12,0
741.11,-9.51937e+11,0
757.579,-8.75554e+11,0
774.048,-8.03121e+11,0
790.517,-7.34673e+11,0
806.986,-6.70211e+11,0
823.455,-6.09703e+11,0
839.925,-5.5309e+11,0
856.394,-5.00288e+11,0
872.863,-4.51194e+11,0
889.332,-4.05689e+11,0
905.801,-3.6364e+11,0
922.27,-3.24903e+11,0
938.739,-2.89327e+11,0
955.208,-2.56755e+11,0
971.677,-2.27027e+11,0
988.146,-1.9998e+11,0
1004.62,-1.75452e+11,0
1021.08,-1.53283e+11,0
1037.55,-1.33313e+11,0
1054.02,-1.15387e+11,0
1070.49,-9.93555e+10,0
1086.96,-8.50723e+10,0
1103.43,-7.23975e+10,0
1119.9,-6.11973e+10,0
1136.37,-5.13441e+10,0
1152.84,-4.27173e+10,0
1169.31,-3.52028e+10,0
1185.78,-2.86932e+10,0
1202.24,-2.30883e+10,0
1218.71,-1.82944e+10,0
1235.18,-1.42245e+10,0
1251.65,-1.07979e+10,0
1268.12,-7.94056e+09,0
1284.59,-5.5841e+09,0
1301.06,-3.66612e+09,0
1317.53,-2.12972e+09,0
1334,-9.23242e+08,0
1350.47,1.89387,1
1366.94,6.82041e+08,0
1383.41,1.16054e+09,0
1399.87,1.46908e+09,0
1416.34,1.63745e+09,0
1432.81,1.69195e+09,0
1449.28,1.65564e+09,0
1465.75,1.54863e+09,0
1482.22,1.38832e+09,0
1498.69,1.18965e+09,0
1515.16,9.65328e+08,0
1531.63,7.26076e+08,0
1548.1,4.80802e+08,0
1564.57,2.36814e+08,0
1581.03,0.902779,1
1597.5,-2.25008e+08,0
1613.97,-4.34674e+08,0
1630.44,-6.26416e+08,0
1646.91,-7.98477e+08,0
1663.38,-9.49799e+08,0
1679.85,-1.07992e+09,0
1696.32,-1.18887e+09,0
1712.79,-1.2771e+09,0
1729.26,-1.34537e+09,0
1745.73,-1.3947e+09,0
1762.19,-1.42633e+09,0
1778.66,-1.44161e+09,0
1795.13,-1.44201e+09,0
1811.6,-1.42903e+09,0
1828.07,-1.40423e+09,0
1844.54,-1.36911e+09,0
1861.01,-1.32518e+09,0
1877.48,-1.27388e+09,0
1893.95,-1.21658e+09,0
1910.42,-1.15457e+09,0
1926.89,-1.08905e+09,0
