Dystans (m),Wysokosc (m),Wezel
0,1521.94,1
59.9514,-766.798,0
119.903,-2434.43,0
179.854,-3577.69,0
239.806,-4282.99,0
299.757,-4627.27,0
359.708,-4678.77,0
419.66,-4497.71,0
479.611,-4136.99,0
539.562,-3642.84,0
599.514,-3055.36,0
659.465,-2409.09,0
719.417,-1733.53,0
779.368,-1053.61,0
839.319,-390.159,0
899.271,239.739,0
959.222,822.311,0
1019.17,1346.76,1
1079.12,1804.93,0
1139.08,2191.01,0
1199.03,2501.25,0
1258.98,2733.7,0
1318.93,2887.99,0
1378.88,2965.07,0
1438.83,2967.07,0
1498.78,2897.07,0
1558.74,2758.97,0
1618.69,2557.31,0
1678.64,2297.16,0
1738.59,1983.98,0
1798.54,1623.51,0
1858.49,1221.68,1
1918.44,784.538,0
1978.4,318.133,0
2038.35,-171.522,0
2098.3,-678.521,0
2158.25,-1197.11,0
2218.2,-1721.75,0
2278.15,-2247.12,0
2338.1,-2768.19,0
2398.06,-3280.2,0
2458.01,-3778.74,0
2517.96,-4259.7,0
2577.91,-4719.33,0
2637.86,-5154.22,0
2697.81,-5561.32,0
2757.76,-5937.94,0
2817.72,-6281.73,0
2877.67,-6590.69,0
2937.62,-6863.18,0
2997.57,-7097.86,0
3057.52,-7293.73,0
3117.47,-7450.1,0
3177.42,-7566.56,0
3237.37,-7643.01,0
3297.33,-7679.59,0
3357.28,-7676.69,0
3417.23,-7634.96,0
3477.18,-7555.24,0
3537.13,-7438.59,0
3597.08,-7286.22,0
3657.03,-7099.56,0
3716.99,-6880.14,0
3776.94,-6629.64,0
3836.89,-6349.86,0
3896.84,-6042.69,0
3956.79,-5710.13,0
4016.74,-5354.2,0
4076.69,-4977.02,0
4136.65,-4580.73,0
4196.6,-4167.5,0
4256.55,-3739.51,0
4316.5,-3298.93,0
4376.45,-2847.96,0
4436.4,-2388.73,0
4496.35,-1923.37,0
4556.31,-1453.96,0
4616.26,-982.521,0
4676.21,-511.038,0
4736.16,-41.4155,0
4796.11,424.51,0
4856.06,884.979,0
4916.01,1338.31,0
4975.96,1782.92,0
5035.92,2217.31,0
5095.87,2640.06,0
5155.82,3049.88,0
5215.77,3445.55,0
5275.72,3825.96,0
5335.67,4190.1,0
5395.62,4537.07,0
5455.58,4866.07,0
5515.53,5176.4,0
5575.48,5467.44,0
5635.43,5738.71,0
5695.38,5989.79,0
5755.33,6220.38,0
5815.28,6430.27,0
5875.24,6619.32,0
