Dystans (m),Wysokosc (m),Wezel
0,20.8544,1
16.4691,20.141,0
32.9382,19.4283,0
49.4073,18.7171,0
65.8764,18.0081,0
82.3455,17.3022,0
98.8146,16.6,0
115.284,15.9023,0
131.753,15.2098,0
148.222,14.5233,0
164.691,13.8436,0
181.16,13.1714,0
197.629,12.5074,0
214.098,11.8525,0
230.568,11.2073,0
247.037,10.5725,0
263.506,9.94905,0
279.975,9.33757,0
296.444,8.73884,0
312.913,8.1536,0
329.382,7.58261,0
345.851,7.02661,0
362.32,6.48636,0
378.789,5.9626,0
395.259,5.45609,0
411.728,4.96758,0
428.197,4.49781,0
444.666,4.04754,0
461.135,3.61751,0
477.604,3.20847,0
494.073,2.82118,0
510.542,2.45638,0
527.011,2.11483,0
543.481,1.79727,0
559.95,1.50445,0
576.419,1.23712,0
592.888,0.996042,1
609.357,0.781651,0
625.826,0.593185,0
642.295,0.429578,0
658.764,0.289762,0
675.233,0.17267,0
691.703,0.0772347,0
708.172,0.00238965,0
724.641,-0.0529327,0
741.11,-0.0897994,0
757.579,-0.109278,0
774.048,-0.112435,0
790.517,-0.100338,0
806.986,-0.0740534,0
823.455,-0.0346493,0
839.925,0.0168075,0
856.394,0.07925,0
872.863,0.151611,0
889.332,0.232823,0
905.801,0.32182,0
922.27,0.417533,0
938.739,0.518896,0
955.208,0.624843,0
971.677,0.734304,0
988.146,0.846215,0
1004.62,0.959506,0
1021.08,1.07311,0
1037.55,1.18597,0
1054.02,1.297,0
1070.49,1.40514,0
1086.96,1.50933,0
1103.43,1.6085,0
1119.9,1.70159,0
1136.37,1.78751,0
1152.84,1.86521,0
1169.31,1.93363,0
1185.78,1.99168,1
1202.24,2.03862,0
1218.71,2.07489,0
1235.18,2.10126,0
1251.65,2.11848,0
1268.12,2.12732,0
1284.59,2.12853,0
1301.06,2.12288,0
1317.53,2.11113,0
1334,2.09404,0
1350.47,2.07236,0
1366.94,2.04686,0
1383.41,2.01829,0
1399.87,1.98743,0
1416.34,1.95502,0
1432.81,1.92182,0
1449.28,1.88861,0
1465.75,1.85613,0
1482.22,1.82515,0
1498.69,1.79643,0
1515.16,1.77072,0
1531.63,1.7488,0
1548.1,1.73141,0
1564.57,1.71932,0
1581.03,1.71328,0
1597.5,1.71407,0
1613.97,1.72244,0
1630.44,1.73914,0
1646.91,1.76494,0
1663.38,1.8006,0
1679.85,1.84688,0
1696.32,1.90454,0
1712.79,1.97434,0
1729.26,2.05704,0
1745.73,2.1534,0
1762.19,2.26418,0
1778.66,2.39013,1
1795.13,2.53173,0
1811.6,2.68822,0
1828.07,2.85855,0
1844.54,3.04167,0
1861.01,3.23655,0
1877.48,3.44212,0
1893.95,3.65734,0
1910.42,3.88117,0
1926.89,4.11254,0
1943.35,4.35043,0
1959.82,4.59377,0
1976.29,4.84152,0
1992.76,5.09264,0
2009.23,5.34606,0
2025.7,5.60075,0
2042.17,5.85566,0
2058.64,6.10973,0
2075.11,6.36193,0
2091.58,6.6112,0
2108.05,6.85649,0
2124.51,7.09675,0
2140.98,7.33095,0
2157.45,7.55802,0
2173.92,7.77692,0
2190.39,7.98661,0
2206.86,8.18603,0
2223.33,8.37413,0
2239.8,8.54987,0
2256.27,8.71221,0
2272.74,8.86008,0
2289.21,8.99245,0
2305.68,9.10826,0
2322.14,9.20647,0
2338.61,9.28603,0
2355.08,9.34589,0
2371.55,9.385,1
2388.02,9.40263,0
2404.49,9.39938,0
2420.96,9.37615,0
2437.43,9.33384,0
2453.9,9.27336,0
2470.37,9.19561,0
2486.84,9.10151,0
2503.3,8.99196,0
2519.77,8.86786,0
2536.24,8.73013,0
2552.71,8.57966,0
2569.18,8.41737,0
2585.65,8.24416,0
2602.12,8.06094,0
2618.59,7.86861,0
2635.06,7.66808,0
2651.53,7.46026,0
2668,7.24605,0
2684.46,7.02637,0
2700.93,6.80211,0
2717.4,6.57418,0
2733.87,6.3435,0
2750.34,6.11096,0
2766.81,5.87747,0
2783.28,5.64394,0
2799.75,5.41128,0
2816.22,5.18039,0
2832.69,4.95218,0
2849.16,4.72755,0
2865.62,4.50742,0
2882.09,4.29268,0
2898.56,4.08425,0
2915.03,3.88302,0
2931.5,3.68992,0
2947.97,3.50584,0
2964.44,3.33169,1
2980.91,3.16818,0
2997.38,3.01523,0
3013.85,2.87258,0
3030.32,2.73994,0
3046.79,2.61705,0
3063.25,2.50364,0
3079.72,2.39942,0
3096.19,2.30413,0
3112.66,2.2175,0
3129.13,2.13926,0
3145.6,2.06912,0
3162.07,2.00682,0
3178.54,1.95208,0
3195.01,1.90464,0
3211.48,1.86422,0
3227.95,1.83054,0
3244.41,1.80334,0
3260.88,1.78235,0
3277.35,1.76728,0
3293.82,1.75786,0
3310.29,1.75384,0
3326.76,1.75492,0
3343.23,1.76084,0
3359.7,1.77133,0
3376.17,1.78611,0
3392.64,1.80491,0
3409.11,1.82746,0
3425.57,1.85349,0
3442.04,1.88271,0
3458.51,1.91487,0
3474.98,1.94969,0
