Dystans (m),Wysokosc (m),Wezel
0,20.8544,1
16.4691,19.854,0
32.9382,18.8556,0
49.4073,17.8613,0
65.8764,16.8732,0
82.3455,15.8933,0
98.8146,14.9237,0
115.284,13.9664,0
131.753,13.0236,0
148.222,12.0973,0
164.691,11.1894,0
181.16,10.3022,0
197.629,9.4376,0
214.098,8.59771,0
230.568,7.78458,0
247.037,7.00027,0
263.506,6.24684,0
279.975,5.52635,0
296.444,4.84086,0
312.913,4.19243,0
329.382,3.58311,0
345.851,3.01496,0
362.32,2.49005,0
378.789,2.01042,0
395.259,1.57815,0
411.728,1.19529,0
428.197,0.863887,1
444.666,0.585192,0
461.135,0.357146,0
477.604,0.176873,0
494.073,0.0414956,0
510.542,-0.0518617,0
527.011,-0.106076,0
543.481,-0.124023,0
559.95,-0.108581,0
576.419,-0.0626242,0
592.888,0.0109694,0
609.357,0.109324,0
625.826,0.229562,0
642.295,0.368809,0
658.764,0.524186,0
675.233,0.692818,0
691.703,0.871829,0
708.172,1.05834,0
724.641,1.24948,0
741.11,1.44236,0
757.579,1.63412,0
774.048,1.82188,0
790.517,2.00275,0
806.986,2.17387,0
823.455,2.33235,0
839.925,2.47532,0
856.394,2.59991,1
872.863,2.7039,0
889.332,2.78778,0
905.801,2.85269,0
922.27,2.89979,0
938.739,2.93022,0
955.208,2.94514,0
971.677,2.94568,0
988.146,2.93301,0
1004.62,2.90827,0
1021.08,2.87261,0
1037.55,2.82717,0
1054.02,2.77312,0
1070.49,2.71159,0
1086.96,2.64374,0
1103.43,2.57071,0
1119.9,2.49366,0
1136.37,2.41373,0
1152.84,2.33207,0
1169.31,2.24984,0
1185.78,2.16817,0
1202.24,2.08823,0
1218.71,2.01116,0
1235.18,1.93811,0
1251.65,1.87022,0
1268.12,1.80865,0
1284.59,1.75455,1
1301.06,1.70883,0
1317.53,1.67143,0
1334,1.64208,0
1350.47,1.62049,0
1366.94,1.60637,0
1383.41,1.59944,0
1399.87,1.59941,0
1416.34,1.606,0
1432.81,1.61892,0
1449.28,1.63788,0
1465.75,1.66261,0
1482.22,1.6928,0
1498.69,1.72819,0
1515.16,1.76848,0
1531.63,1.81338,0
1548.1,1.86262,0
1564.57,1.9159,0
1581.03,1.97294,0
1597.5,2.03346,0
1613.97,2.09716,0
1630.44,2.16377,0
1646.91,2.233,0
1663.38,2.30456,0
1679.85,2.37816,0
1696.32,2.45353,0
1712.79,2.53037,1
1729.26,2.60842,0
1745.73,2.68752,0
1762.19,2.76751,0
1778.66,2.84825,0
1795.13,2.92959,0
1811.6,3.01138,0
1828.07,3.09348,0
1844.54,3.17574,0
1861.01,3.258,0
1877.48,3.34013,0
1893.95,3.42198,0
1910.42,3.5034,0
1926.89,3.58424,0
1943.35,3.66435,0
1959.82,3.74359,0
1976.29,3.82181,0
1992.76,3.89886,0
2009.23,3.9746,0
2025.7,4.04888,0
2042.17,4.12154,0
2058.64,4.19245,0
2075.11,4.26146,0
2091.58,4.32841,0
2108.05,4.39317,0
2124.51,4.45558,0
2140.98,4.5155,1
2157.45,4.57278,0
2173.92,4.62735,0
2190.39,4.6791,0
2206.86,4.72796,0
2223.33,4.77385,0
2239.8,4.81668,0
2256.27,4.85637,0
2272.74,4.89283,0
2289.21,4.92599,0
2305.68,4.95575,0
2322.14,4.98203,0
2338.61,5.00475,0
2355.08,5.02383,0
2371.55,5.03918,0
2388.02,5.05073,0
2404.49,5.05837,0
2420.96,5.06204,0
2437.43,5.06165,0
2453.9,5.05711,0
2470.37,5.04834,0
2486.84,5.03526,0
2503.3,5.01779,0
2519.77,4.99583,0
2536.24,4.96931,0
2552.71,4.93815,0
2569.18,4.90225,1
2585.65,4.8616,0
2602.12,4.8164,0
2618.59,4.76691,0
2635.06,4.71339,0
2651.53,4.65611,0
2668,4.59534,0
2684.46,4.53132,0
2700.93,4.46434,0
2717.4,4.39465,0
2733.87,4.32251,0
2750.34,4.24818,0
2766.81,4.17194,0
2783.28,4.09404,0
2799.75,4.01474,0
2816.22,3.93432,0
2832.69,3.85303,0
2849.16,3.77113,0
2865.62,3.68889,0
2882.09,3.60657,0
2898.56,3.52443,0
2915.03,3.44275,0
2931.5,3.36177,0
2947.97,3.28177,0
2964.44,3.203,0
2980.91,3.12574,0
2997.38,3.05024,1
3013.85,2.97671,0
3030.32,2.90521,0
3046.79,2.83573,0
3063.25,2.76826,0
3079.72,2.70279,0
3096.19,2.63933,0
3112.66,2.57786,0
3129.13,2.51839,0
3145.6,2.4609,0
3162.07,2.4054,0
3178.54,2.35187,0
3195.01,2.30032,0
3211.48,2.25074,0
3227.95,2.20312,0
3244.41,2.15745,0
3260.88,2.11374,0
3277.35,2.07198,0
3293.82,2.03217,0
3310.29,1.99429,0
3326.76,1.95835,0
3343.23,1.92434,0
3359.7,1.89225,0
3376.17,1.86209,0
3392.64,1.83384,0
3409.11,1.8075,0
3425.57,1.78306,1
3442.04,1.76052,0
3458.51,1.73983,0
3474.98,1.72095,0
3491.45,1.70383,0
3507.92,1.68841,0
3524.39,1.67466,0
3540.86,1.66252,0
3557.33,1.65194,0
3573.8,1.64289,0
3590.27,1.6353,0
3606.73,1.62914,0
3623.2,1.62436,0
3639.67,1.6209,0
3656.14,1.61872,0
3672.61,1.61777,0
3689.08,1.618,0
3705.55,1.61937,0
3722.02,1.62183,0
3738.49,1.62533,0
3754.96,1.62982,0
3771.43,1.63525,0
3787.89,1.64159,0
3804.36,1.64877,0
3820.83,1.65675,0
3837.3,1.66548,0
3853.77,1.67492,1
3870.24,1.68502,0
3886.71,1.69571,0
3903.18,1.70692,0
3919.65,1.7186,0
3936.12,1.73069,0
3952.59,1.7431,0
3969.06,1.75579,0
3985.52,1.76869,0
4001.99,1.78172,0
4018.46,1.79484,0
4034.93,1.80797,0
4051.4,1.82105,0
4067.87,1.83401,0
4084.34,1.8468,0
4100.81,1.85934,0
4117.28,1.87157,0
4133.75,1.88343,0
4150.22,1.89486,0
4166.68,1.90578,0
4183.15,1.91614,0
4199.62,1.92586,0
4216.09,1.9349,0
4232.56,1.94317,0
4249.03,1.95062,0
4265.5,1.95718,0
4281.97,1.96279,1
4298.44,1.96741,0
4314.91,1.97105,0
4331.38,1.97376,0
4347.84,1.97558,0
4364.31,1.97656,0
4380.78,1.97674,0
4397.25,1.97616,0
4413.72,1.97487,0
4430.19,1.97291,0
4446.66,1.97032,0
4463.13,1.96715,0
4479.6,1.96343,0
4496.07,1.95922,0
4512.54,1.95455,0
4529,1.94948,0
4545.47,1.94403,0
4561.94,1.93826,0
4578.41,1.9322,0
4594.88,1.92591,0
4611.35,1.91942,0
4627.82,1.91278,0
4644.29,1.90604,0
4660.76,1.89922,0
4677.23,1.89238,0
4693.7,1.88557,0
4710.16,1.87881,1
4726.63,1.87214,0
4743.1,1.86544,0
4759.57,1.85859,0
4776.04,1.85147,0
4792.51,1.84393,0
4808.98,1.83585,0
4825.45,1.8271,0
4841.92,1.81755,0
4858.39,1.80708,0
4874.86,1.79555,0
4891.33,1.78283,0
4907.79,1.7688,0
4924.26,1.75332,0
4940.73,1.73627,0
4957.2,1.71751,0
4973.67,1.69692,0
4990.14,1.67437,0
5006.61,1.64973,0
5023.08,1.62287,0
5039.55,1.59365,0
5056.02,1.56196,0
5072.49,1.52766,0
5088.95,1.49062,0
5105.42,1.45072,0
5121.89,1.40781,0
5138.36,1.36178,1
5154.83,1.31259,0
5171.3,1.26058,0
5187.77,1.20617,0
5204.24,1.1498,0
5220.71,1.09191,0
5237.18,1.03291,0
5253.65,0.973249,0
5270.11,0.913353,0
5286.58,0.853654,0
5303.05,0.794583,0
5319.52,0.736572,0
5335.99,0.680052,0
5352.46,0.625456,0
5368.93,0.573213,0
5385.4,0.523756,0
5401.87,0.477517,0
5418.34,0.434927,0
5434.81,0.396417,0
5451.27,0.362419,0
5467.74,0.333365,0
5484.21,0.309686,0
5500.68,0.291813,0
5517.15,0.280178,0
5533.62,0.275213,0
5550.09,0.277349,0
5566.56,0.287017,1
5583.03,0.304479,0
5599.5,0.32931,0
5615.97,0.360917,0
5632.44,0.398703,0
5648.9,0.442076,0
5665.37,0.490441,0
5681.84,0.543202,0
5698.31,0.599767,0
5714.78,0.659539,0
5731.25,0.721924,0
5747.72,0.786329,0
5764.19,0.852158,0
5780.66,0.918817,0
5797.13,0.985712,0
5813.6,1.05225,0
5830.06,1.11783,0
5846.53,1.18186,0
5863,1.24375,0
5879.47,1.30291,0
5895.94,1.35873,0
5912.41,1.41063,0
