Dystans (m),Wysokosc (m),Wezel
0,1521.94,1
59.9514,1508.1,0
119.903,1494.31,0
179.854,1480.62,0
239.806,1467.06,0
299.757,1453.7,0
359.708,1440.56,0
419.66,1427.71,0
479.611,1415.19,0
539.562,1403.04,0
599.514,1391.32,0
659.465,1380.06,0
719.417,1369.33,0
779.368,1359.15,0
839.319,1349.58,0
899.271,1340.67,0
959.222,1332.47,0
1019.17,1325.01,0
1079.12,1318.36,0
1139.08,1312.55,0
1199.03,1307.63,0
1258.98,1303.64,0
1318.93,1300.65,0
1378.88,1298.68,0
1438.83,1297.8,0
1498.78,1298.04,0
1558.74,1299.45,1
1618.69,1302.06,0
1678.64,1305.79,0
1738.59,1310.55,0
1798.54,1316.22,0
1858.49,1322.71,0
1918.44,1329.93,0
1978.4,1337.77,0
2038.35,1346.14,0
2098.3,1354.92,0
2158.25,1364.04,0
2218.2,1373.37,0
2278.15,1382.83,0
2338.1,1392.32,0
2398.06,1401.74,0
2458.01,1410.98,0
2517.96,1419.94,0
2577.91,1428.54,0
2637.86,1436.66,0
2697.81,1444.21,0
2757.76,1451.1,0
2817.72,1457.21,0
2877.67,1462.45,0
2937.62,1466.72,0
2997.57,1469.92,0
3057.52,1471.95,0
3117.47,1472.72,1
3177.42,1472.15,0
3237.37,1470.3,0
3297.33,1467.28,0
3357.28,1463.16,0
3417.23,1458.05,0
3477.18,1452.04,0
3537.13,1445.21,0
3597.08,1437.67,0
3657.03,1429.5,0
3716.99,1420.81,0
3776.94,1411.67,0
3836.89,1402.19,0
3896.84,1392.46,0
3956.79,1382.56,0
4016.74,1372.6,0
4076.69,1362.67,0
4136.65,1352.85,0
4196.6,1343.25,0
4256.55,1333.95,0
4316.5,1325.05,0
4376.45,1316.64,0
4436.4,1308.81,0
4496.35,1301.66,0
4556.31,1295.28,0
4616.26,1289.77,0
4676.21,1285.2,1
4736.16,1281.66,0
4796.11,1279.09,0
4856.06,1277.43,0
4916.01,1276.6,0
4975.96,1276.52,0
5035.92,1277.12,0
5095.87,1278.34,0
5155.82,1280.1,0
5215.77,1282.32,0
5275.72,1284.93,0
5335.67,1287.86,0
5395.62,1291.04,0
5455.58,1294.39,0
5515.53,1297.85,0
5575.48,1301.33,0
5635.43,1304.77,0
5695.38,1308.09,0
5755.33,1311.21,0
5815.28,1314.08,0
5875.24,1316.61,0
5935.19,1318.73,0
5995.14,1320.37,0
6055.09,1321.45,0
6115.04,1321.91,0
6174.99,1321.66,0
6234.94,1320.64,1
6294.9,1318.8,0
6354.85,1316.15,0
6414.8,1312.75,0
6474.75,1308.65,0
6534.7,1303.89,0
6594.65,1298.51,0
6654.6,1292.56,0
6714.55,1286.1,0
6774.51,1279.16,0
6834.46,1271.79,0
6894.41,1264.04,0
6954.36,1255.96,0
7014.31,1247.59,0
7074.26,1238.98,0
7134.21,1230.17,0
7194.17,1221.22,0
7254.12,1212.16,0
7314.07,1203.05,0
7374.02,1193.93,0
7433.97,1184.85,0
7493.92,1175.85,0
7553.87,1166.98,0
7613.83,1158.3,0
7673.78,1149.83,0
7733.73,1141.64,0
7793.68,1133.76,1
7853.63,1126.24,0
7913.58,1119.09,0
7973.53,1112.3,0
8033.49,1105.87,0
8093.44,1099.81,0
8153.39,1094.12,0
8213.34,1088.79,0
8273.29,1083.83,0
8333.24,1079.23,0
8393.19,1075,0
8453.15,1071.14,0
8513.1,1067.65,0
8573.05,1064.53,0
8633,1061.78,0
8692.95,1059.39,0
8752.9,1057.38,0
8812.85,1055.73,0
8872.8,1054.46,0
8932.76,1053.56,0
8992.71,1053.02,0
9052.66,1052.86,0
9112.61,1053.08,0
9172.56,1053.66,0
9232.51,1054.62,0
9292.46,1055.95,0
9352.42,1057.65,1
9412.37,1059.73,0
9472.32,1062.17,0
9532.27,1064.94,0
9592.22,1068.05,0
9652.17,1071.47,0
9712.12,1075.18,0
9772.08,1079.18,0
9832.03,1083.44,0
9891.98,1087.96,0
9951.93,1092.71,0
10011.9,1097.68,0
10071.8,1102.85,0
10131.8,1108.21,0
10191.7,1113.75,0
10251.7,1119.44,0
10311.6,1125.28,0
10371.6,1131.24,0
10431.5,1137.32,0
10491.5,1143.49,0
10551.4,1149.75,0
10611.4,1156.07,0
10671.3,1162.43,0
10731.3,1168.84,0
10791.2,1175.26,0
10851.2,1181.69,0
10911.2,1188.11,1
10971.1,1194.49,0
11031.1,1200.82,0
11091,1207.07,0
11151,1213.21,0
11210.9,1219.2,0
11270.9,1225.03,0
11330.8,1230.65,0
11390.8,1236.06,0
11450.7,1241.2,0
11510.7,1246.07,0
11570.6,1250.62,0
11630.6,1254.83,0
11690.5,1258.68,0
11750.5,1262.12,0
11810.4,1265.15,0
11870.4,1267.71,0
11930.3,1269.8,0
11990.3,1271.38,0
12050.2,1272.41,0
12110.2,1272.88,0
12170.1,1272.76,0
12230.1,1272,0
12290,1270.6,0
12350,1268.51,0
12409.9,1265.72,0
12469.9,1262.19,1
12529.8,1257.91,0
12589.8,1252.95,0
12649.7,1247.41,0
12709.7,1241.37,0
12769.6,1234.93,0
12829.6,1228.18,0
12889.5,1221.21,0
12949.5,1214.1,0
13009.5,1206.96,0
13069.4,1199.87,0
13129.4,1192.91,0
13189.3,1186.19,0
13249.3,1179.79,0
13309.2,1173.81,0
13369.2,1168.33,0
13429.1,1163.45,0
13489.1,1159.25,0
13549,1155.83,0
13609,1153.27,0
13668.9,1151.68,0
13728.9,1151.13,0
13788.8,1151.73,0
13848.8,1153.55,0
13908.7,1156.7,0
13968.7,1161.26,0
14028.6,1167.32,1
