Dystans (m),Wysokosc (m),Wezel
0,20.8544,1
16.4691,-54.8209,0
32.9382,-126.08,0
49.4073,-193.079,0
65.8764,-255.974,0
82.3455,-314.914,0
98.8146,-370.044,0
115.284,-421.508,0
131.753,-469.442,0
148.222,-513.982,0
164.691,-555.258,0
181.16,-593.398,0
197.629,-628.525,0
214.098,-660.761,0
230.568,-690.221,0
247.037,-717.02,0
263.506,-741.268,0
279.975,-763.073,0
296.444,-782.539,0
312.913,-799.768,0
329.382,-814.857,0
345.851,-827.902,0
362.32,-838.996,0
378.789,-848.229,0
395.259,-855.687,0
411.728,-861.456,0
428.197,-865.617,0
444.666,-868.25,0
461.135,-869.432,0
477.604,-869.236,0
494.073,-867.736,0
510.542,-865.002,0
527.011,-861.099,0
543.481,-856.095,0
559.95,-850.053,0
576.419,-843.032,0
592.888,-835.093,0
609.357,-826.293,0
625.826,-816.686,0
642.295,-806.326,0
658.764,-795.264,0
675.233,-783.549,0
691.703,-771.23,0
708.172,-758.351,0
724.641,-744.959,0
741.11,-731.094,0
757.579,-716.798,0
774.048,-702.111,0
790.517,-687.07,0
806.986,-671.712,0
823.455,-656.071,0
839.925,-640.182,0
856.394,-624.077,0
872.863,-607.786,0
889.332,-591.339,0
905.801,-574.764,0
922.27,-558.089,0
938.739,-541.338,0
955.208,-524.538,0
971.677,-507.711,0
988.146,-490.879,0
1004.62,-474.065,0
1021.08,-457.288,0
1037.55,-440.567,0
1054.02,-423.922,0
1070.49,-407.37,0
1086.96,-390.926,0
1103.43,-374.607,0
1119.9,-358.427,0
1136.37,-342.4,0
1152.84,-326.54,0
1169.31,-310.857,0
1185.78,-295.365,0
1202.24,-280.072,0
1218.71,-264.991,0
1235.18,-250.129,0
1251.65,-235.496,0
1268.12,-221.1,0
1284.59,-206.947,0
1301.06,-193.045,0
1317.53,-179.4,0
1334,-166.017,0
1350.47,-152.902,0
1366.94,-140.059,0
1383.41,-127.492,0
1399.87,-115.205,0
1416.34,-103.201,0
1432.81,-91.4826,0
1449.28,-80.0516,0
1465.75,-68.9102,0
1482.22,-58.0596,0
1498.69,-47.5009,0
1515.16,-37.2348,0
1531.63,-27.2616,0
1548.1,-17.5812,0
1564.57,-8.19332,0
1581.03,0.902779,1
1597.5,9.70802,0
1613.97,18.2236,0
1630.44,26.4512,0
1646.91,34.3923,0
1663.38,42.0491,0
1679.85,49.4237,0
1696.32,56.5186,0
1712.79,63.3365,0
1729.26,69.8802,0
1745.73,76.1526,0
1762.19,82.1571,0
1778.66,87.8969,0
1795.13,93.3755,0
1811.6,98.5967,0
1828.07,103.564,0
1844.54,108.282,0
1861.01,112.754,0
1877.48,116.984,0
1893.95,120.976,0
1910.42,124.736,0
1926.89,128.267,0
1943.35,131.573,0
1959.82,134.66,0
1976.29,137.531,0
1992.76,140.192,0
2009.23,142.647,0
2025.7,144.901,0
2042.17,146.958,0
2058.64,148.824,0
2075.11,150.503,0
2091.58,152,0
2108.05,153.32,0
2124.51,154.468,0
2140.98,155.448,0
2157.45,156.265,0
2173.92,156.925,0
2190.39,157.431,0
2206.86,157.789,0
2223.33,158.004,0
2239.8,158.08,0
2256.27,158.021,0
2272.74,157.834,0
2289.21,157.521,0
2305.68,157.089,0
2322.14,156.541,0
2338.61,155.881,0
2355.08,155.115,0
2371.55,154.247,0
2388.02,153.281,0
2404.49,152.222,0
2420.96,151.073,0
2437.43,149.839,0
2453.9,148.523,0
2470.37,147.131,0
2486.84,145.666,0
2503.3,144.132,0
2519.77,142.532,0
2536.24,140.872,0
2552.71,139.153,0
2569.18,137.38,0
2585.65,135.557,0
2602.12,133.687,0
2618.59,131.773,0
2635.06,129.819,0
2651.53,127.829,0
2668,125.804,0
2684.46,123.748,0
2700.93,121.665,0
2717.4,119.558,0
2733.87,117.428,0
2750.34,115.28,0
2766.81,113.115,0
2783.28,110.937,0
2799.75,108.747,0
2816.22,106.55,0
2832.69,104.346,0
2849.16,102.138,0
2865.62,99.9284,0
2882.09,97.7197,0
2898.56,95.5138,0
2915.03,93.3127,0
2931.5,91.1183,0
2947.97,88.9325,0
2964.44,86.7571,0
2980.91,84.594,0
2997.38,82.4446,0
3013.85,80.3107,0
3030.32,78.1937,0
3046.79,76.0952,0
3063.25,74.0164,0
3079.72,71.9587,0
3096.19,69.9233,0
3112.66,67.9114,0
3129.13,65.9242,0
3145.6,63.9626,0
3162.07,62.0277,0
3178.54,60.1204,0
3195.01,58.2416,0
3211.48,56.392,0
3227.95,54.5724,0
3244.41,52.7835,0
3260.88,51.026,0
3277.35,49.3003,0
3293.82,47.6071,0
3310.29,45.9468,0
3326.76,44.3197,0
3343.23,42.7264,0
3359.7,41.1671,0
3376.17,39.6421,0
3392.64,38.1516,0
3409.11,36.6958,0
3425.57,35.2748,0
3442.04,33.8887,0
3458.51,32.5376,0
3474.98,31.2215,0
3491.45,29.9404,0
3507.92,28.6942,0
3524.39,27.4828,0
3540.86,26.3061,0
3557.33,25.1638,0
3573.8,24.0559,0
3590.27,22.9821,0
3606.73,21.9421,0
3623.2,20.9357,0
3639.67,19.9624,0
3656.14,19.0221,0
3672.61,18.1142,0
3689.08,17.2385,0
3705.55,16.3945,0
3722.02,15.5818,0
3738.49,14.7998,0
3754.96,14.0483,0
3771.43,13.3265,0
3787.89,12.6342,0
3804.36,11.9706,0
3820.83,11.3353,0
3837.3,10.7278,0
3853.77,10.1474,0
3870.24,9.59359,0
3886.71,9.06579,0
3903.18,8.5634,0
3919.65,8.0858,0
3936.12,7.63238,0
3952.59,7.20253,0
3969.06,6.79562,0
3985.52,6.41102,0
4001.99,6.0481,0
4018.46,5.70621,0
4034.93,5.38472,0
4051.4,5.083,0
4067.87,4.80039,0
4084.34,4.53625,0
4100.81,4.28995,0
4117.28,4.06085,0
4133.75,3.84832,0
4150.22,3.65171,0
4166.68,3.4704,0
4183.15,3.30377,0
4199.62,3.15119,0
4216.09,3.01205,0
4232.56,2.88575,0
4249.03,2.77168,0
4265.5,2.66926,1
4281.97,2.57788,0
4298.44,2.49698,0
4314.91,2.42599,0
4331.38,2.36434,0
4347.84,2.3115,0
4364.31,2.26691,0
4380.78,2.23005,0
4397.25,2.2004,0
4413.72,2.17746,0
4430.19,2.16072,0
4446.66,2.14971,0
4463.13,2.14395,0
4479.6,2.14298,0
4496.07,2.14637,0
4512.54,2.15366,0
4529,2.16445,0
4545.47,2.17832,0
4561.94,2.19488,0
4578.41,2.21375,0
4594.88,2.23456,0
4611.35,2.25696,0
4627.82,2.2806,0
4644.29,2.30517,0
4660.76,2.33035,0
4677.23,2.35584,0
4693.7,2.38135,0
4710.16,2.40663,0
4726.63,2.4314,0
4743.1,2.45543,0
4759.57,2.47848,1
4776.04,2.50035,0
4792.51,2.52083,0
4808.98,2.53974,0
4825.45,2.55689,0
4841.92,2.57213,0
4858.39,2.58531,0
4874.86,2.59629,0
4891.33,2.60495,0
4907.79,2.61117,0
4924.26,2.61488,0
4940.73,2.61597,1
4957.2,2.61437,0
4973.67,2.61002,0
4990.14,2.60287,0
5006.61,2.59289,0
5023.08,2.58004,0
5039.55,2.5643,0
5056.02,2.54567,0
5072.49,2.52416,0
5088.95,2.49977,0
5105.42,2.47252,0
5121.89,2.44245,0
5138.36,2.4096,0
5154.83,2.37402,0
5171.3,2.33576,0
5187.77,2.29488,0
5204.24,2.25147,0
5220.71,2.2056,0
5237.18,2.15735,0
5253.65,2.10682,0
5270.11,2.05411,0
5286.58,1.99932,0
5303.05,1.94256,0
5319.52,1.88395,0
5335.99,1.8236,0
5352.46,1.76164,0
5368.93,1.6982,0
5385.4,1.63341,0
