Dystans (m),Wysokosc (m),Wezel
0,20.8544,1
16.4691,-74.8656,0
32.9382,-146.662,0
49.4073,-198.501,0
65.8764,-233.834,0
82.3455,-255.647,0
98.8146,-266.515,0
115.284,-268.651,0
131.753,-263.944,0
148.222,-253.998,0
164.691,-240.168,0
181.16,-223.589,0
197.629,-205.204,0
214.098,-185.787,0
230.568,-165.97,0
247.037,-146.257,0
263.506,-127.046,0
279.975,-108.64,0
296.444,-91.2658,0
312.913,-75.084,0
329.382,-60.199,0
345.851,-46.6694,0
362.32,-34.5159,0
378.789,-23.7288,0
395.259,-14.2741,0
411.728,-6.099,0
428.197,0.863887,1
444.666,6.69207,0
461.135,11.4701,0
477.604,15.2868,0
494.073,18.2327,0
510.542,20.3984,0
527.011,21.8728,0
543.481,22.742,0
559.95,23.0881,0
576.419,22.9889,0
592.888,22.5169,0
609.357,21.7393,0
625.826,20.7176,0
642.295,19.5076,0
658.764,18.1596,0
675.233,16.7179,0
691.703,15.2219,0
708.172,13.7057,0
724.641,12.1983,0
741.11,10.7243,0
757.579,9.30412,0
774.048,7.95413,0
790.517,6.68716,0
806.986,5.51281,0
823.455,4.43778,0
839.925,3.46619,0
856.394,2.59991,1
872.863,1.83884,0
889.332,1.18123,0
905.801,0.623911,0
922.27,0.162558,0
938.739,-0.20808,0
955.208,-0.493976,0
971.677,-0.701628,0
988.146,-0.837898,0
1004.62,-0.909851,0
1021.08,-0.924629,0
1037.55,-0.889328,0
1054.02,-0.810902,0
1070.49,-0.696077,0
1086.96,-0.551279,0
1103.43,-0.38258,0
1119.9,-0.195651,0
1136.37,0.0042715,0
1152.84,0.212406,0
1169.31,0.424443,0
1185.78,0.63655,0
1202.24,0.845369,0
1218.71,1.04801,0
1235.18,1.24204,0
1251.65,1.42547,0
1268.12,1.5967,0
1284.59,1.75455,1
1301.06,1.8982,0
1317.53,2.02716,0
1334,2.14123,0
1350.47,2.24053,0
1366.94,2.32538,0
1383.41,2.39633,0
1399.87,2.45413,0
1416.34,2.49966,0
1432.81,2.53393,0
1449.28,2.55807,0
1465.75,2.57326,0
1482.22,2.58074,0
1498.69,2.58177,0
1515.16,2.57763,0
1531.63,2.56957,0
1548.1,2.55884,0
1564.57,2.54661,0
1581.03,2.53402,0
1597.5,2.52213,0
1613.97,2.51193,0
1630.44,2.50433,0
1646.91,2.50014,0
1663.38,2.50007,0
1679.85,2.50476,0
1696.32,2.51472,0
1712.79,2.53037,1
1729.26,2.55205,0
1745.73,2.57998,0
1762.19,2.6143,0
1778.66,2.65505,0
1795.13,2.7022,0
1811.6,2.75563,0
1828.07,2.81515,0
1844.54,2.88049,0
1861.01,2.95134,0
1877.48,3.0273,0
1893.95,3.10797,0
1910.42,3.19285,0
1926.89,3.28146,0
1943.35,3.37325,0
1959.82,3.46766,0
1976.29,3.56413,0
1992.76,3.66207,0
2009.23,3.76089,0
2025.7,3.86001,0
2042.17,3.95885,0
2058.64,4.05684,0
2075.11,4.15343,0
2091.58,4.24808,0
