Dystans (m),Wysokosc (m),Wezel
0,1521.94,1
59.9514,-32832.3,0
119.903,-58534.9,0
179.854,-77013.9,0
239.806,-89512.5,0
299.757,-97108.9,0
359.708,-100734,0
419.66,-101190,0
479.611,-99159.8,0
539.562,-95227.8,0
599.514,-89886.2,0
659.465,-83548.6,0
719.417,-76559.2,0
779.368,-69201.4,0
839.319,-61706.3,0
899.271,-54259,0
959.222,-47005.7,0
1019.17,-40058.6,0
1079.12,-33501.5,0
1139.08,-27393.6,0
1199.03,-21773.9,0
1258.98,-16664.5,0
1318.93,-12073.3,0
1378.88,-7997.03,0
1438.83,-4423.36,0
1498.78,-1332.81,0
1558.74,1299.45,1
1618.69,3502.21,0
1678.64,5306.92,0
1738.59,6746.7,0
1798.54,7855.43,0
1858.49,8667.08,0
1918.44,9215.06,0
1978.4,9531.79,0
2038.35,9648.35,0
2098.3,9594.13,0
2158.25,9396.7,0
2218.2,9081.61,0
2278.15,8672.35,0
2338.1,8190.29,0
2398.06,7654.69,0
2458.01,7082.71,0
2517.96,6489.5,0
2577.91,5888.28,0
2637.86,5290.4,0
2697.81,4705.48,0
2757.76,4141.53,0
2817.72,3605.03,0
2877.67,3101.13,0
2937.62,2633.68,0
2997.57,2205.45,0
3057.52,1818.17,0
3117.47,1472.72,1
3177.42,1169.18,0
3237.37,906.979,0
3297.33,684.982,0
3357.28,501.584,0
3417.23,354.8,0
3477.18,242.345,0
3537.13,161.708,0
3597.08,110.217,0
3657.03,85.1002,0
3716.99,83.5379,0
3776.94,102.71,0
3836.89,139.833,0
3896.84,192.201,0
3956.79,257.208,0
4016.74,332.374,0
4076.69,415.366,0
4136.65,504.01,0
4196.6,596.303,0
4256.55,690.423,0
4316.5,784.726,0
4376.45,877.754,0
4436.4,968.231,0
4496.35,1055.06,0
4556.31,1137.31,0
4616.26,1214.22,0
4676.21,1285.2,1
4736.16,1349.79,0
4796.11,1407.67,0
4856.06,1458.64,0
4916.01,1502.65,0
4975.96,1539.71,0
5035.92,1569.95,0
5095.87,1593.57,0
5155.82,1610.84,0
5215.77,1622.11,0
5275.72,1627.74,0
5335.67,1628.16,0
5395.62,1623.81,0
5455.58,1615.18,0
5515.53,1602.73,0
5575.48,1586.95,0
5635.43,1568.33,0
5695.38,1547.35,0
5755.33,1524.46,0
5815.28,1500.11,0
5875.24,1474.72,0
5935.19,1448.69,0
5995.14,1422.38,0
6055.09,1396.14,0
6115.04,1370.25,0
6174.99,1345.01,0
6234.94,1320.64,1
6294.9,1297.35,0
6354.85,1275.31,0
6414.8,1254.67,0
6474.75,1235.51,0
6534.7,1217.93,0
6594.65,1201.97,0
6654.6,1187.65,0
6714.55,1174.97,0
6774.51,1163.9,0
6834.46,1154.39,0
6894.41,1146.39,0
6954.36,1139.81,0
7014.31,1134.56,0
7074.26,1130.53,0
7134.21,1127.61,0
7194.17,1125.67,0
7254.12,1124.61,0
7314.07,1124.29,0
7374.02,1124.57,0
7433.97,1125.35,0
7493.92,1126.49,0
7553.87,1127.87,0
7613.83,1129.4,0
7673.78,1130.95,0
7733.73,1132.43,0
7793.68,1133.76,1
7853.63,1134.86,0
7913.58,1135.66,0
7973.53,1136.1,0
8033.49,1136.13,0
8093.44,1135.72,0
8153.39,1134.85,0
8213.34,1133.5,0
8273.29,1131.66,0
8333.24,1129.35,0
8393.19,1126.58,0
8453.15,1123.37,0
8513.1,1119.75,0
8573.05,1115.77,0
