Dystans (m),Wysokosc (m),Wezel
0,520.283,1
4.85043,558.848,0
9.70085,588.417,0
14.5513,610.275,0
19.4017,625.575,0
24.2521,635.351,0
29.1026,640.526,0
33.953,641.922,0
38.8034,640.268,0
43.6538,636.207,0
48.5043,630.303,0
53.3547,623.049,0
58.2051,614.872,0
63.0555,606.141,0
67.906,597.17,0
72.7564,588.226,0
77.6068,579.529,0
82.4572,571.263,0
87.3077,563.575,0
92.1581,556.58,0
97.0085,550.366,0
101.859,544.995,0
106.709,540.509,0
111.56,536.93,0
116.41,534.263,0
121.261,532.499,0
126.111,531.617,0
130.961,531.588,0
135.812,532.371,0
140.662,533.921,0
145.513,536.186,1
150.363,539.11,1
155.214,542.635,0
160.064,546.702,0
164.914,551.248,0
169.765,556.212,0
174.615,561.533,0
179.466,567.152,0
184.316,573.01,0
189.167,579.052,0
194.017,585.223,0
198.867,591.474,0
203.718,597.757,0
208.568,604.027,0
213.419,610.244,1
218.269,616.37,0
223.12,622.372,0
227.97,628.218,0
232.82,633.884,0
237.671,639.344,0
242.521,644.581,0
247.372,649.577,0
252.222,654.32,0
257.073,658.799,0
261.923,663.009,0
266.773,666.944,0
271.624,670.604,0
276.474,673.99,0
281.325,677.105,0
286.175,679.955,0
291.026,682.548,0
295.876,684.893,0
300.726,687.001,0
305.577,688.886,0
310.427,690.56,0
315.278,692.038,0
320.128,693.336,1
324.979,694.47,0
329.829,695.458,0
334.679,696.317,0
339.53,697.063,0
344.38,697.716,0
349.231,698.293,0
354.081,698.811,0
358.932,699.288,0
363.782,699.74,0
368.632,700.183,0
373.483,700.635,0
378.333,701.109,0
383.184,701.621,0
388.034,702.183,0
392.884,702.809,0
397.735,703.511,0
402.585,704.298,0
407.436,705.181,0
412.286,706.17,0
417.137,707.27,0
421.987,708.49,0
426.837,709.834,0
431.688,711.307,0
436.538,712.913,0
441.389,714.653,0
446.239,716.53,0
451.09,718.542,0
455.94,720.689,0
460.79,722.97,0
465.641,725.382,0
470.491,727.92,0
475.342,730.581,0
480.192,733.358,0
485.043,736.246,0
489.893,739.238,0
