Dystans (m),Wysokosc (m),Wezel
0,520.283,1
4.85043,535.252,0
9.70085,549.093,0
14.5513,561.864,0
19.4017,573.625,0
24.2521,584.432,0
29.1026,594.338,0
33.953,603.396,0
38.8034,611.656,0
43.6538,619.165,0
48.5043,625.969,0
53.3547,632.113,0
58.2051,637.639,0
63.0555,642.587,0
67.906,646.996,0
72.7564,650.903,0
77.6068,654.343,0
82.4572,657.351,0
87.3077,659.959,0
92.1581,662.198,0
97.0085,664.097,0
101.859,665.684,0
106.709,666.986,0
111.56,668.029,0
116.41,668.837,0
121.261,669.432,0
126.111,669.837,0
130.961,670.073,0
135.812,670.158,0
140.662,670.112,0
145.513,669.952,0
150.363,669.694,0
155.214,669.354,0
160.064,668.947,0
164.914,668.487,0
169.765,667.986,0
174.615,667.457,0
179.466,666.91,0
184.316,666.357,0
189.167,665.807,0
194.017,665.27,0
198.867,664.753,0
203.718,664.265,0
208.568,663.813,0
213.419,663.402,0
218.269,663.041,0
223.12,662.733,0
227.97,662.483,0
232.82,662.297,0
237.671,662.178,0
242.521,662.129,0
247.372,662.155,0
252.222,662.256,0
257.073,662.436,0
261.923,662.697,0
266.773,663.039,0
271.624,663.465,1
276.474,663.975,0
281.325,664.569,0
286.175,665.248,0
291.026,666.012,0
295.876,666.861,0
300.726,667.794,0
305.577,668.81,0
310.427,669.909,0
315.278,671.09,0
320.128,672.35,0
324.979,673.689,0
329.829,675.105,0
334.679,676.596,0
339.53,678.161,0
344.38,679.797,0
349.231,681.502,0
354.081,683.273,0
358.932,685.11,0
363.782,687.008,0
368.632,688.966,0
373.483,690.981,0
378.333,693.05,0
383.184,695.171,0
388.034,697.341,0
392.884,699.557,0
397.735,701.817,0
402.585,704.117,0
407.436,706.455,0
412.286,708.828,0
417.137,711.233,0
421.987,713.668,0
426.837,716.129,0
431.688,718.614,0
436.538,721.12,0
441.389,723.644,0
446.239,726.183,0
451.09,728.735,0
455.94,731.298,0
460.79,733.868,0
465.641,736.443,0
470.491,739.02,0
475.342,741.598,0
480.192,744.172,0
485.043,746.742,0
489.893,749.305,0
494.743,751.859,0
499.594,754.401,0
504.444,756.929,0
509.295,759.441,0
514.145,761.936,0
518.996,764.41,0
523.846,766.863,0
528.696,769.293,0
533.547,771.698,0
538.397,774.076,0
543.248,776.425,1
548.098,778.745,0
552.949,781.033,0
557.799,783.289,0
562.649,785.51,0
567.5,787.697,0
572.35,789.847,0
577.201,791.959,0
582.051,794.034,0
586.902,796.068,0
591.752,798.063,0
596.602,800.017,0
601.453,801.928,0
606.303,803.798,0
611.154,805.624,0
616.004,807.407,0
620.855,809.146,0
625.705,810.84,0
630.555,812.49,0
635.406,814.095,0
640.256,815.655,0
645.107,817.169,0
649.957,818.639,0
654.807,820.062,0
659.658,821.441,0
664.508,822.774,0
669.359,824.062,0
674.209,825.305,0
679.06,826.503,0
683.91,827.657,0
688.76,828.766,0
693.611,829.833,0
698.461,830.855,0
703.312,831.835,0
708.162,832.773,0
713.013,833.669,0
717.863,834.524,0
722.713,835.338,0
727.564,836.113,0
732.414,836.848,0
737.265,837.545,0
742.115,838.204,0
746.966,838.826,0
751.816,839.412,0
756.666,839.963,0
761.517,840.479,0
766.367,840.962,0
771.218,841.412,0
776.068,841.83,0
780.919,842.217,0
785.769,842.575,0
790.619,842.903,0
795.47,843.204,0
800.32,843.477,0
805.171,843.724,0
810.021,843.946,0
814.872,844.144,1
819.722,844.319,0
824.572,844.471,0
829.423,844.603,0
834.273,844.714,0
839.124,844.806,0
843.974,844.88,0
848.825,844.937,0
853.675,844.978,0
858.525,845.003,0
863.376,845.014,0
868.226,845.012,0
873.077,844.998,0
877.927,844.972,0
882.778,844.935,0
887.628,844.889,0
892.478,844.834,0
897.329,844.772,0
902.179,844.702,0
907.03,844.626,0
911.88,844.545,0
916.73,844.459,0
921.581,844.37,0
926.431,844.278,0
931.282,844.183,0
936.132,844.087,0
940.983,843.991,0
945.833,843.894,0
950.683,843.798,0
955.534,843.703,0
960.384,843.61,0
965.235,843.519,0
970.085,843.431,0
974.936,843.347,0
979.786,843.267,0
984.636,843.191,0
989.487,843.12,0
994.337,843.055,0
999.188,842.995,0
1004.04,842.942,0
1008.89,842.896,0
1013.74,842.856,0
1018.59,842.823,0
1023.44,842.798,0
1028.29,842.781,0
1033.14,842.771,0
1037.99,842.77,0
1042.84,842.777,0
1047.69,842.793,0
1052.54,842.817,0
1057.39,842.85,0
1062.24,842.891,0
1067.09,842.942,0
1071.94,843.001,0
1076.79,843.07,0
1081.64,843.147,0
1086.5,843.233,1
1091.35,843.327,0
1096.2,843.43,0
1101.05,843.542,0
1105.9,843.662,0
1110.75,843.791,0
1115.6,843.927,0
1120.45,844.072,0
1125.3,844.224,0
1130.15,844.383,0
1135,844.55,0
1139.85,844.723,0
1144.7,844.904,0
1149.55,845.09,0
1154.4,845.283,0
1159.25,845.481,0
1164.1,845.685,0
1168.95,845.894,0
1173.8,846.108,0
1178.65,846.325,0
1183.5,846.547,0
1188.35,846.772,0
1193.2,847.001,0
1198.06,847.232,0
1202.91,847.465,0
1207.76,847.701,0
1212.61,847.937,0
1217.46,848.175,0
1222.31,848.413,0
1227.16,848.652,0
1232.01,848.89,0
1236.86,849.127,0
1241.71,849.363,0
1246.56,849.598,0
1251.41,849.83,0
1256.26,850.06,0
1261.11,850.287,0
1265.96,850.51,0
1270.81,850.73,0
1275.66,850.945,0
1280.51,851.156,0
1285.36,851.361,0
1290.21,851.561,0
1295.06,851.755,0
1299.91,851.942,0
1304.76,852.123,0
1309.61,852.296,0
1314.47,852.462,0
1319.32,852.62,0
1324.17,852.77,0
1329.02,852.911,0
1333.87,853.044,0
1338.72,853.167,0
1343.57,853.28,0
1348.42,853.384,0
1353.27,853.477,0
1358.12,853.56,1
1362.97,853.633,0
1367.82,853.695,0
1372.67,853.745,0
1377.52,853.785,0
1382.37,853.813,0
1387.22,853.829,0
1392.07,853.833,0
1396.92,853.826,0
1401.77,853.807,0
1406.62,853.775,0
1411.47,853.731,0
1416.32,853.675,0
1421.17,853.607,0
1426.03,853.526,0
1430.88,853.433,0
1435.73,853.327,0
1440.58,853.209,0
1445.43,853.079,0
1450.28,852.937,0
1455.13,852.782,0
1459.98,852.615,0
1464.83,852.437,0
1469.68,852.246,0
1474.53,852.044,0
1479.38,851.83,0
1484.23,851.604,0
1489.08,851.368,0
1493.93,851.12,0
