Dystans (m),Wysokosc (m),Wezel
0,520.283,1
4.85043,524.251,0
9.70085,528.217,0
14.5513,532.176,0
19.4017,536.127,0
24.2521,540.065,0
29.1026,543.988,0
33.953,547.893,0
38.8034,551.776,0
43.6538,555.635,0
48.5043,559.467,0
53.3547,563.268,0
58.2051,567.036,0
63.0555,570.768,0
67.906,574.46,0
72.7564,578.109,0
77.6068,581.712,0
82.4572,585.267,0
87.3077,588.771,0
92.1581,592.219,0
97.0085,595.61,0
101.859,598.94,0
106.709,602.206,0
111.56,605.405,0
116.41,608.534,0
121.261,611.59,0
126.111,614.57,0
130.961,617.471,0
135.812,620.29,0
140.662,623.024,0
145.513,625.669,0
150.363,628.223,0
155.214,630.683,0
160.064,633.046,0
164.914,635.308,0
169.765,637.467,0
174.615,639.519,0
179.466,641.462,0
184.316,643.292,0
189.167,645.007,0
194.017,646.603,0
198.867,648.078,0
203.718,649.427,0
208.568,650.649,0
213.419,651.74,0
218.269,652.698,0
223.12,653.518,0
227.97,654.199,0
232.82,654.736,0
237.671,655.128,0
242.521,655.37,0
247.372,655.461,0
252.222,655.396,0
257.073,655.173,1
261.923,658.565,0
266.773,661.903,0
271.624,665.189,0
276.474,668.428,0
281.325,671.623,0
286.175,674.778,0
291.026,677.895,0
295.876,680.979,0
300.726,684.033,0
305.577,687.06,0
310.427,690.063,0
315.278,693.047,0
320.128,696.015,0
324.979,698.969,0
329.829,701.914,0
334.679,704.853,0
339.53,707.789,0
344.38,710.726,0
349.231,713.668,1
354.081,717.009,1
358.932,720.451,0
363.782,723.963,0
368.632,727.541,0
373.483,731.186,0
378.333,734.894,1
383.184,737.185,0
388.034,739.382,0
392.884,741.487,0
397.735,743.503,0
402.585,745.432,0
407.436,747.278,0
412.286,749.041,0
417.137,750.726,0
421.987,752.334,0
426.837,753.867,0
431.688,755.329,0
436.538,756.722,0
441.389,758.048,0
446.239,759.309,0
451.09,760.509,0
455.94,761.65,0
460.79,762.733,0
465.641,763.762,0
470.491,764.74,0
475.342,765.668,0
480.192,766.549,0
485.043,767.385,0
489.893,768.18,0
494.743,768.935,0
499.594,769.653,0
504.444,770.336,0
509.295,770.988,0
514.145,771.61,0
518.996,772.204,0
523.846,772.774,0
528.696,773.323,0
533.547,773.851,0
538.397,774.362,0
543.248,774.859,0
548.098,775.343,0
552.949,775.818,0
557.799,776.285,0
562.649,776.748,0
567.5,777.208,0
572.35,777.668,0
