Dystans (m),Wysokosc (m),Wezel
0,1521.94,1
59.9514,1743.73,0
119.903,1965.26,0
179.854,2186.25,0
239.806,2406.44,0
299.757,2625.56,0
359.708,2843.35,0
419.66,3059.53,0
479.611,3273.84,0
539.562,3486.02,0
599.514,3695.79,0
659.465,3902.89,0
719.417,4107.05,0
779.368,4308,0
839.319,4505.48,0
899.271,4699.22,0
959.222,4888.95,0
1019.17,5074.41,0
1079.12,5255.32,0
1139.08,5431.43,0
1199.03,5602.46,0
1258.98,5768.14,0
1318.93,5928.22,0
1378.88,6082.42,0
1438.83,6230.47,0
1498.78,6372.11,0
1558.74,6507.07,0
1618.69,6635.08,0
1678.64,6755.88,0
1738.59,6869.19,0
1798.54,6974.76,0
1858.49,7072.32,0
1918.44,7161.59,0
1978.4,7242.31,0
2038.35,7314.21,0
2098.3,7377.04,0
2158.25,7430.5,0
2218.2,7474.35,0
2278.15,7508.32,0
2338.1,7532.13,0
2398.06,7545.52,0
2458.01,7548.23,0
2517.96,7539.98,0
2577.91,7520.5,0
2637.86,7489.54,0
2697.81,7446.83,0
2757.76,7392.09,0
2817.72,7325.06,0
2877.67,7245.47,0
2937.62,7153.06,0
2997.57,7047.55,0
3057.52,6928.69,0
3117.47,6796.2,0
3177.42,6649.82,0
3237.37,6489.27,0
3297.33,6314.3,0
3357.28,6124.63,0
3417.23,5920,0
3477.18,5700.14,0
3537.13,5464.79,0
3597.08,5213.67,0
3657.03,4946.52,0
3716.99,4663.07,0
3776.94,4363.06,0
3836.89,4046.22,0
3896.84,3712.27,0
3956.79,3360.96,0
4016.74,2992.01,0
4076.69,2605.16,0
4136.65,2200.15,0
4196.6,1776.7,0
4256.55,1334.54,1
4316.5,1527.59,0
4376.45,1712.51,0
4436.4,1884.88,0
4496.35,2040.32,0
4556.31,2174.43,0
4616.26,2282.8,0
4676.21,2361.05,0
4736.16,2404.76,0
4796.11,2409.55,0
4856.06,2371.02,0
4916.01,2284.76,0
4975.96,2146.38,0
5035.92,1951.49,0
5095.87,1695.67,1
5155.82,1659.94,0
5215.77,1593.3,0
5275.72,1508.16,0
5335.67,1416.94,0
5395.62,1332.05,0
5455.58,1265.91,0
5515.53,1230.94,0
5575.48,1239.54,0
5635.43,1304.13,1
5695.38,1236.65,0
5755.33,1192.29,0
5815.28,1175.41,0
5875.24,1190.37,0
5935.19,1241.55,1
5995.14,3324.77,0
6055.09,5512.8,0
6115.04,7773.81,0
6174.99,10076,0
6234.94,12387.4,0
6294.9,14676.4,0
6354.85,16911,0
6414.8,19059.4,0
6474.75,21089.8,0
